station_code,Fenwei,Province,CityEN,designation,YRD,PRD,keyregion,GADM_ID_2,CityID,CityGADM,NAME_2,Lon,Lat,keyregion2018,station,City,ProvinceZH
1379A,0,Guangdong,Zhongshan,none,FALSE,TRUE,PRD,62,22,62,Zhongshan,113.3769,22.5211,PRD,华柏园,中山,广东
1380A,0,Guangdong,Zhongshan,none,FALSE,TRUE,PRD,62,22,62,Zhongshan,113.3881,22.5497,PRD,张溪,中山,广东
1381A,0,Guangdong,Zhongshan,none,FALSE,TRUE,PRD,62,22,62,Zhongshan,113.4075,22.5111,PRD,紫马岭,中山,广东
1382A,0,Guangdong,Zhongshan,none,FALSE,TRUE,PRD,62,22,62,Zhongshan,113.4411,22.4853,PRD,长江旅游区,中山,广东
1383A,0,Guangdong,Jiangmen,none,FALSE,TRUE,PRD,49,172,49,Jiangmen,113.104,22.6069,PRD,北街,江门,广东
1384A,0,Guangdong,Jiangmen,none,FALSE,TRUE,PRD,49,172,49,Jiangmen,113.074,22.5811,PRD,西区,江门,广东
1385A,0,Guangdong,Jiangmen,none,FALSE,TRUE,PRD,49,172,49,Jiangmen,113.024,22.5328,PRD,圭峰西,江门,广东
1386A,0,Guangdong,Jiangmen,none,FALSE,TRUE,PRD,49,172,49,Jiangmen,113.0819,22.5931,PRD,东湖,江门,广东
1387A,0,Guangdong,Dongguan,none,FALSE,TRUE,PRD,44,26,44,Dongguan,113.7819444,23.05361111,PRD,东城主山,东莞,广东
1388A,0,Guangdong,Dongguan,none,FALSE,TRUE,PRD,44,26,44,Dongguan,113.7461111,23.02777778,PRD,南城元岭,东莞,广东
1389A,0,Guangdong,Dongguan,none,FALSE,TRUE,PRD,44,26,44,Dongguan,113.7480556,23.06,PRD,莞城梨川,东莞,广东
1390A,0,Guangdong,Dongguan,none,FALSE,TRUE,PRD,44,26,44,Dongguan,113.7944444,23.01277778,PRD,东城石井,东莞,广东
1391A,0,Guangdong,Dongguan,none,FALSE,TRUE,PRD,44,26,44,Dongguan,113.7383333,22.96583333,PRD,南城西平,东莞,广东
1392A,0,Guangdong,Huizhou,none,FALSE,TRUE,PRD,48,213,48,Huizhou,114.4183,23.0528,PRD,河南岸金山湖子站,惠州,广东
1393A,0,Guangdong,Huizhou,none,FALSE,TRUE,PRD,48,213,48,Huizhou,114.4053,23.08,PRD,下埔横江三路子站,惠州,广东
1394A,0,Guangdong,Huizhou,none,FALSE,TRUE,PRD,48,213,48,Huizhou,114.4103,23.1142,PRD,江北云山西路子站,惠州,广东
1395A,0,Guangdong,Huizhou,none,FALSE,TRUE,PRD,48,213,48,Huizhou,114.3244,22.8172,PRD,惠阳区承修路船湖子站,惠州,广东
1396A,0,Guangdong,Huizhou,none,FALSE,TRUE,PRD,48,213,48,Huizhou,114.5317,22.7422,PRD,大亚湾管委会子站,惠州,广东
1397A,0,Guangdong,Zhaoqing,none,FALSE,TRUE,PRD,61,292,61,Zhaoqing,112.427,23.0706,PRD,睦岗子站,肇庆,广东
1398A,0,Guangdong,Zhaoqing,none,FALSE,TRUE,PRD,61,292,61,Zhaoqing,112.471,23.0528,PRD,城中子站,肇庆,广东
1399A,0,Guangdong,Zhaoqing,none,FALSE,TRUE,PRD,61,292,61,Zhaoqing,112.565,23.1617,PRD,坑口子站,肇庆,广东
1400A,0,Guangdong,Zhaoqing,none,FALSE,TRUE,PRD,61,292,61,Zhaoqing,112.4722,23.0786,PRD,七星岩子站,肇庆,广东
1401A,0,Guangxi,Nanning,none,FALSE,FALSE,none,74,86,74,Nanning,108.301,22.7875,NA,振宁花园,南宁,广西
1402A,0,Guangxi,Nanning,none,FALSE,FALSE,none,74,86,74,Nanning,108.316,22.8561,NA,北湖,南宁,广西
1403A,0,Guangxi,Nanning,none,FALSE,FALSE,none,74,86,74,Nanning,108.321,22.8225,NA,市监测站,南宁,广西
1404A,0,Guangxi,Nanning,none,FALSE,FALSE,none,74,86,74,Nanning,108.383,22.805,NA,大自然花园,南宁,广西
1405A,0,Guangxi,Nanning,none,FALSE,FALSE,none,74,86,74,Nanning,108.439,22.7906,NA,仙葫,南宁,广西
1406A,0,Guangxi,Nanning,none,FALSE,FALSE,none,74,86,74,Nanning,108.239,22.8464,NA,区农职院,南宁,广西
1407A,0,Guangxi,Nanning,none,FALSE,FALSE,none,74,86,74,Nanning,108.328,22.735,NA,英华嘉园,南宁,广西
1408A,0,Guangxi,Nanning,none,FALSE,FALSE,none,74,86,74,Nanning,108.244,22.7833,NA,沙井镇街道办,南宁,广西
1409A,0,Hainan,Seaport,NA,NA,NA,NA,87,179,87,Haikou,110.576,19.9507,NA,东寨港,海口,海南
1410A,0,Hainan,Seaport,NA,NA,NA,NA,87,179,87,Haikou,110.3232,20.0574,NA,海南大学,海口,海南
1411A,0,Hainan,Seaport,NA,NA,NA,NA,87,179,87,Haikou,110.283,20.0053,NA,秀英海南医院,海口,海南
1412A,0,Hainan,Seaport,NA,NA,NA,NA,87,179,87,Haikou,110.338,19.9969,NA,海南师范大学,海口,海南
1413A,0,Hainan,Seaport,NA,NA,NA,NA,87,179,87,Haikou,110.33,20.0356,NA,龙华路环保局宿舍,海口,海南
1414A,0,Chongqing,Chongqing,none,FALSE,FALSE,none,19,329,19,Chongqing,106.379,29.8272,NA,缙云山,重庆,重庆
1415A,0,Chongqing,Chongqing,none,FALSE,FALSE,none,19,329,19,Chongqing,106.46,29.5736,NA,高家花园,重庆,重庆
1416A,0,Chongqing,Chongqing,none,FALSE,FALSE,none,19,329,19,Chongqing,106.424,29.8264,NA,天生,重庆,重庆
1417A,0,Chongqing,Chongqing,none,FALSE,FALSE,none,19,329,19,Chongqing,106.626,29.7228,NA,两路,重庆,重庆
1418A,0,Chongqing,Chongqing,none,FALSE,FALSE,none,19,329,19,Chongqing,106.296,29.5983,NA,虎溪,重庆,重庆
1419A,0,Chongqing,Chongqing,none,FALSE,FALSE,none,19,329,19,Chongqing,106.54,29.5186,NA,南坪,重庆,重庆
1420A,0,Chongqing,Chongqing,none,FALSE,FALSE,none,19,329,19,Chongqing,106.65,29.6219,NA,唐家沱,重庆,重庆
1421A,0,Chongqing,Chongqing,none,FALSE,FALSE,none,19,329,19,Chongqing,106.634,29.4892,NA,茶园,重庆,重庆
1422A,0,Chongqing,Chongqing,none,FALSE,FALSE,none,19,329,19,Chongqing,106.364,29.4822,NA,白市驿,重庆,重庆
1423A,0,Chongqing,Chongqing,none,FALSE,FALSE,none,19,329,19,Chongqing,106.571,29.5642,NA,解放碑,重庆,重庆
1424A,0,Chongqing,Chongqing,none,FALSE,FALSE,none,19,329,19,Chongqing,106.512,29.5164,NA,杨家坪,重庆,重庆
1425A,0,Chongqing,Chongqing,none,FALSE,FALSE,none,19,329,19,Chongqing,106.617,29.7125,NA,空港,重庆,重庆
1426A,0,Chongqing,Chongqing,none,FALSE,FALSE,none,19,329,19,Chongqing,106.468,29.4892,NA,新山村,重庆,重庆
1427A,0,Chongqing,Chongqing,none,FALSE,FALSE,none,19,329,19,Chongqing,106.562,29.6453,NA,礼嘉,重庆,重庆
1428A,0,Chongqing,Chongqing,none,FALSE,FALSE,none,19,329,19,Chongqing,106.452,29.709,NA,蔡家,重庆,重庆
1429A,0,Chongqing,Chongqing,none,FALSE,FALSE,none,19,329,19,Chongqing,106.513,29.389,NA,鱼新街,重庆,重庆
1430A,0,Chongqing,Chongqing,none,FALSE,FALSE,none,19,329,19,Chongqing,106.591,29.4272,NA,南泉,重庆,重庆
1431A,0,Sichuan,Chengdu,none,FALSE,FALSE,none,275,142,275,Chengdu,103.97275,30.72358333,NA,金泉两河,成都,四川
1432A,0,Sichuan,Chengdu,none,FALSE,FALSE,none,275,142,275,Chengdu,104.176,30.6872,NA,十里店,成都,四川
1433A,0,Sichuan,Chengdu,none,FALSE,FALSE,none,275,142,275,Chengdu,104.079,30.5706,NA,三瓦窑,成都,四川
1434A,0,Sichuan,Chengdu,none,FALSE,FALSE,none,275,142,275,Chengdu,104.1113889,30.63,NA,沙河铺,成都,四川
1435A,0,Sichuan,Chengdu,none,FALSE,FALSE,none,275,142,275,Chengdu,104.074,30.685,NA,梁家巷,成都,四川
1436A,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,草堂寺,成都,NA
1437A,0,Sichuan,Chengdu,none,FALSE,FALSE,none,275,142,275,Chengdu,104.054,30.6578,NA,君平街,成都,四川
1438A,0,Sichuan,Chengdu,none,FALSE,FALSE,none,289,142,289,Ngawa Tibetan and Qiang,103.613,31.0283,NA,灵岩寺,成都,四川
1439A,0,Guizhou,Guiyang,none,FALSE,FALSE,none,80,270,80,Guiyang,106.6856,26.6029,NA,马鞍山,贵阳,贵州
1440A,0,Guizhou,Guiyang,none,FALSE,FALSE,none,80,270,80,Guiyang,106.6971,26.5689,NA,市环保站,贵阳,贵州
1441A,0,Guizhou,Guiyang,none,FALSE,FALSE,none,80,270,80,Guiyang,106.6243,26.6266,NA,鉴湖路,贵阳,贵州
1442A,0,Guizhou,Guiyang,none,FALSE,FALSE,none,80,270,80,Guiyang,106.7487,26.6343,NA,燕子冲,贵阳,贵州
1443A,0,Guizhou,Guiyang,none,FALSE,FALSE,none,80,270,80,Guiyang,106.6554,26.4364,NA,碧云窝,贵阳,贵州
1444A,0,Guizhou,Guiyang,none,FALSE,FALSE,none,80,270,80,Guiyang,106.6948,26.5155,NA,中院村,贵阳,贵州
1445A,0,Guizhou,Guiyang,none,FALSE,FALSE,none,80,270,80,Guiyang,106.7105,26.6009,NA,红边门,贵阳,贵州
1446A,0,Guizhou,Guiyang,none,FALSE,FALSE,none,80,270,80,Guiyang,106.7164,26.5697,NA,新华路,贵阳,贵州
1447A,0,Guizhou,Guiyang,none,FALSE,FALSE,none,80,270,80,Guiyang,106.6867,26.5495,NA,太慈桥,贵阳,贵州
1449A,0,Yunnan,Kunming,none,FALSE,FALSE,none,325,154,325,Kunming,102.743,25.0124,NA,关上,昆明,云南
1450A,0,Yunnan,Kunming,none,FALSE,FALSE,none,325,154,325,Kunming,102.821,24.8885,NA,呈贡新区,昆明,云南
1451A,0,Yunnan,Kunming,none,FALSE,FALSE,none,325,154,325,Kunming,102.625,24.9624,NA,西山森林公园,昆明,云南
1452A,0,Yunnan,Kunming,none,FALSE,FALSE,none,325,154,325,Kunming,102.728,25.0836,NA,龙泉镇,昆明,云南
1453A,0,Yunnan,Kunming,none,FALSE,FALSE,none,325,154,325,Kunming,102.722,25.0405,NA,东风东路,昆明,云南
1454A,0,Yunnan,Kunming,none,FALSE,FALSE,none,325,154,325,Kunming,102.681,25.067,NA,金鼎山,昆明,云南
1455A,0,Yunnan,Kunming,none,FALSE,FALSE,none,325,154,325,Kunming,102.638,25.0359,NA,碧鸡广场,昆明,云南
1456A,0,Xizang,Lhasa,none,FALSE,FALSE,none,313,160,313,Lhasa,91.1319,29.6514,NA,八廓街,拉萨,西藏
1457A,0,Xizang,Lhasa,none,FALSE,FALSE,none,313,160,313,Lhasa,91.1221,29.6747,NA,市环保局,拉萨,西藏
1458A,0,Xizang,Lhasa,none,FALSE,FALSE,none,313,160,313,Lhasa,91.0874,29.6475,NA,区监测站,拉萨,西藏
1459A,0,Xizang,Lhasa,none,FALSE,FALSE,none,313,160,313,Lhasa,91.1774,29.6541,NA,西藏大学,拉萨,西藏
1460A,0,Xizang,Lhasa,none,FALSE,FALSE,none,313,160,313,Lhasa,90.9798,29.6588,NA,区辐射站,拉萨,西藏
1461A,0,Xizang,Lhasa,none,FALSE,FALSE,none,313,160,313,Lhasa,91.0834,29.6292,NA,拉萨火车站,拉萨,西藏
1462A,1,Shaanxi,Xi'an,none,FALSE,FALSE,Fenwei,241,305,241,Xi'an,108.882,34.2749,Fenwei,高压开关厂,西安,陕西
1463A,1,Shaanxi,Xi'an,none,FALSE,FALSE,Fenwei,241,305,241,Xi'an,108.993,34.2629,Fenwei,兴庆小区,西安,陕西
1464A,1,Shaanxi,Xi'an,none,FALSE,FALSE,Fenwei,241,305,241,Xi'an,109.06,34.2572,Fenwei,纺织城,西安,陕西
1465A,1,Shaanxi,Xi'an,none,FALSE,FALSE,Fenwei,241,305,241,Xi'an,108.94,34.2324,Fenwei,小寨,西安,陕西
1466A,1,Shaanxi,Xi'an,none,FALSE,FALSE,Fenwei,241,305,241,Xi'an,108.954,34.2713,Fenwei,市人民体育场,西安,陕西
1467A,1,Shaanxi,Xi'an,none,FALSE,FALSE,Fenwei,241,305,241,Xi'an,108.883,34.2303,Fenwei,高新西区,西安,陕西
1468A,1,Shaanxi,Xi'an,none,FALSE,FALSE,Fenwei,241,305,241,Xi'an,108.935,34.3474,Fenwei,经开区,西安,陕西
1469A,1,Shaanxi,Xi'an,none,FALSE,FALSE,Fenwei,241,305,241,Xi'an,108.906,34.1546,Fenwei,长安区,西安,陕西
1470A,1,Shaanxi,Xi'an,none,FALSE,FALSE,Fenwei,241,305,241,Xi'an,109.2,34.6575,Fenwei,阎良区,西安,陕西
1471A,1,Shaanxi,Xi'an,none,FALSE,FALSE,Fenwei,241,305,241,Xi'an,109.2186,34.3731,Fenwei,临潼区,西安,陕西
1472A,1,Shaanxi,Xi'an,none,FALSE,FALSE,Fenwei,241,305,241,Xi'an,108.869,34.378,Fenwei,草滩,西安,陕西
1473A,1,Shaanxi,Xi'an,none,FALSE,FALSE,Fenwei,241,305,241,Xi'an,108.985,34.1978,Fenwei,曲江文化产业集团,西安,陕西
1474A,1,Shaanxi,Xi'an,none,FALSE,FALSE,Fenwei,241,305,241,Xi'an,109.043,34.3274,Fenwei,广运潭,西安,陕西
1475A,0,Gansu,Lanzhou,none,FALSE,FALSE,none,35,79,35,Lanzhou,103.712,36.0756,NA,职工医院,兰州,甘肃
1476A,0,Gansu,Lanzhou,none,FALSE,FALSE,none,35,79,35,Lanzhou,103.631,36.1031,NA,兰炼宾馆,兰州,甘肃
1477A,0,Gansu,Lanzhou,none,FALSE,FALSE,none,35,79,35,Lanzhou,104.148,35.94,NA,榆中兰大校区,兰州,甘肃
1478A,0,Gansu,Lanzhou,none,FALSE,FALSE,none,35,79,35,Lanzhou,103.841,36.0725,NA,生物制品所,兰州,甘肃
1479A,0,Gansu,Lanzhou,none,FALSE,FALSE,none,35,79,35,Lanzhou,103.831,36.0464,NA,铁路设计院,兰州,甘肃
1480A,0,Qinghai,Xining,none,FALSE,FALSE,none,234,306,234,Xining,101.748,36.6428,NA,市环境监测站,西宁,青海
1481A,0,Qinghai,Xining,none,FALSE,FALSE,none,234,306,234,Xining,101.749,36.6922,NA,省医药仓库,西宁,青海
1482A,0,Qinghai,Xining,none,FALSE,FALSE,none,234,306,234,Xining,101.834,36.5819,NA,四陆医院,西宁,青海
1483A,0,Qinghai,Xining,none,FALSE,FALSE,none,234,306,234,Xining,101.524,36.6867,NA,第五水厂,西宁,青海
1484A,0,Ningxia Hui,Yinchuan,none,FALSE,FALSE,none,224,294,224,Yinchuan,105.9512,38.6016,NA,贺兰山马莲口,银川,宁夏
1485A,0,Ningxia Hui,Yinchuan,none,FALSE,FALSE,none,224,294,224,Yinchuan,106.2682,38.4744,NA,银湖巷,银川,宁夏
1486A,0,Ningxia Hui,Yinchuan,none,FALSE,FALSE,none,224,294,224,Yinchuan,106.217,38.4536,NA,宁安大街,银川,宁夏
1487A,0,Ningxia Hui,Yinchuan,none,FALSE,FALSE,none,224,294,224,Yinchuan,106.0715,38.4858,NA,宁化生活区,银川,宁夏
1488A,0,Ningxia Hui,Yinchuan,none,FALSE,FALSE,none,224,294,224,Yinchuan,106.2328,38.4975,NA,贺兰山东路,银川,宁夏
1489A,0,Ningxia Hui,Yinchuan,none,FALSE,FALSE,none,224,294,224,Yinchuan,106.1358,38.5036,NA,学院路,银川,宁夏
1490A,0,Xinjiang Uygur,Urumqi,NA,NA,NA,NA,311,132,311,ÃœrÃ¼mqi,87.5801,43.8303,NA,监测站,乌鲁木齐,新疆
1491A,0,Xinjiang Uygur,Urumqi,NA,NA,NA,NA,311,132,311,ÃœrÃ¼mqi,87.6046,43.768,NA,收费所,乌鲁木齐,新疆
1492A,0,Xinjiang Uygur,Urumqi,NA,NA,NA,NA,311,132,311,ÃœrÃ¼mqi,87.4754,43.9469,NA,新疆农科院农场,乌鲁木齐,新疆
1493A,0,Xinjiang Uygur,Urumqi,NA,NA,NA,NA,311,132,311,ÃœrÃ¼mqi,87.5525,43.8711,NA,铁路局,乌鲁木齐,新疆
1494A,0,Xinjiang Uygur,Urumqi,NA,NA,NA,NA,311,132,311,ÃœrÃ¼mqi,87.6432,43.831,NA,三十一中学,乌鲁木齐,新疆
1495A,0,Xinjiang Uygur,Urumqi,NA,NA,NA,NA,311,132,311,ÃœrÃ¼mqi,87.4171,43.8729,NA,七十四中学,乌鲁木齐,新疆
1496A,0,Xinjiang Uygur,Urumqi,NA,NA,NA,NA,301,132,301,Changji Hui,87.6444,43.962,NA,米东区环保局,乌鲁木齐,新疆
1508A,0,Hunan,Xiangtan,none,FALSE,FALSE,none,156,202,156,Xiangtan,112.9433,27.8614,NA,板塘,湘潭,湖南
1511A,0,Hunan,Xiangtan,none,FALSE,FALSE,none,156,202,156,Xiangtan,112.9118,27.8403,NA,市监测站,湘潭,湖南
1512A,0,Hunan,Xiangtan,none,FALSE,FALSE,none,156,202,156,Xiangtan,112.8937,27.8728,NA,江麓,湘潭,湖南
1513A,0,Hunan,Xiangtan,none,FALSE,FALSE,none,156,202,156,Xiangtan,112.9227,27.8159,NA,岳塘,湘潭,湖南
1514A,0,Hunan,Xiangtan,none,FALSE,FALSE,none,156,202,156,Xiangtan,112.9074,27.9119,NA,科大,湘潭,湖南
1515A,0,Hunan,Zhuzhou,none,FALSE,FALSE,none,162,141,162,Zhuzhou,113.135,27.8244,NA,天台山庄,株洲,湖南
1518A,0,Hunan,Zhuzhou,none,FALSE,FALSE,none,162,141,162,Zhuzhou,113.095,27.8867,NA,株冶医院,株洲,湖南
1519A,0,Hunan,Zhuzhou,none,FALSE,FALSE,none,162,141,162,Zhuzhou,113.167,27.8667,NA,市四中,株洲,湖南
1520A,0,Hunan,Zhuzhou,none,FALSE,FALSE,none,162,141,162,Zhuzhou,113.143,27.8381,NA,火车站,株洲,湖南
1524A,0,Hunan,Zhuzhou,none,FALSE,FALSE,none,162,141,162,Zhuzhou,113.13,27.8528,NA,市监测站,株洲,湖南
1552A,0,Guizhou,Guiyang,none,FALSE,FALSE,none,80,270,80,Guiyang,106.805,26.3003,NA,桐木岭,贵阳,贵州
1559A,0,Hunan,Zhuzhou,none,FALSE,FALSE,none,162,141,162,Zhuzhou,113.251,27.8336,NA,大京风景区,株洲,湖南
1562A,0,Hunan,Xiangtan,none,FALSE,FALSE,none,156,202,156,Xiangtan,113.0048,27.9153,NA,昭山,湘潭,湖南
1564A,0,Hunan,Xiangtan,none,FALSE,FALSE,none,156,202,156,Xiangtan,112.4876,27.9164,NA,韶山,湘潭,湖南
1585A,0,Nei Mongol,Baotou,none,FALSE,FALSE,none,210,234,210,Baotou,109.8756,40.6532,NA,市环境监测站,包头,内蒙古
1586A,0,Nei Mongol,Baotou,none,FALSE,FALSE,none,210,234,210,Baotou,109.8104,40.6575,NA,包百大楼,包头,内蒙古
1587A,0,Nei Mongol,Baotou,none,FALSE,FALSE,none,210,234,210,Baotou,110.0067,40.5905,NA,东河城环局,包头,内蒙古
1588A,0,Nei Mongol,Baotou,none,FALSE,FALSE,none,210,234,210,Baotou,109.8538,40.6821,NA,青山宾馆,包头,内蒙古
1589A,0,Nei Mongol,Baotou,none,FALSE,FALSE,none,210,234,210,Baotou,109.8654,40.6288,NA,惠龙物流,包头,内蒙古
1590A,0,Nei Mongol,Baotou,none,FALSE,FALSE,none,210,234,210,Baotou,110.0377,40.5546,NA,东河鸿龙湾,包头,内蒙古
1591A,0,Nei Mongol,Ordos,none,FALSE,FALSE,none,215,301,215,Ordos,110.0023,39.8129,NA,综合楼,鄂尔多斯,内蒙古
1592A,0,Nei Mongol,Ordos,none,FALSE,FALSE,none,215,301,215,Ordos,109.9486,39.8261,NA,巴音孟克林场办事处,鄂尔多斯,内蒙古
1593A,0,Nei Mongol,Ordos,none,FALSE,FALSE,none,215,301,215,Ordos,109.7736,39.5986,NA,康泽苑,鄂尔多斯,内蒙古
1594A,0,Nei Mongol,Ordos,none,FALSE,FALSE,none,215,301,215,Ordos,109.8119,39.5989,NA,华泰汽车城,鄂尔多斯,内蒙古
1595A,0,Nei Mongol,Ordos,none,FALSE,FALSE,none,215,301,215,Ordos,109.9734,39.7884,NA,奥林花园,鄂尔多斯,内蒙古
1596A,0,Liaoning,Yingkou,NA,NA,NA,NA,208,338,208,Tieling,122.2414,40.6592,NA,学府南路,营口,辽宁
1597A,0,Liaoning,Yingkou,NA,NA,NA,NA,208,338,208,Tieling,122.2703,40.7094,NA,大庆路,营口,辽宁
1598A,0,Liaoning,Yingkou,NA,NA,NA,NA,208,338,208,Tieling,122.215,40.6511,NA,镜湖西路,营口,辽宁
1599A,0,Liaoning,Yingkou,NA,NA,NA,NA,208,338,208,Tieling,122.1658,40.6789,NA,西炮台,营口,辽宁
1600A,0,Liaoning,Dandong,none,FALSE,FALSE,none,200,21,200,Dandong,124.3303,40.0625,NA,江湾东路,丹东,辽宁
1601A,0,Liaoning,Dandong,none,FALSE,FALSE,none,200,21,200,Dandong,124.4256,40.1503,NA,临江后街,丹东,辽宁
1602A,0,Liaoning,Dandong,none,FALSE,FALSE,none,200,21,200,Dandong,124.3933,40.1461,NA,元宝山,丹东,辽宁
1603A,0,Liaoning,Dandong,none,FALSE,FALSE,none,200,21,200,Dandong,124.3678,40.1194,NA,民主桥,丹东,辽宁
1604A,0,Liaoning,Panjin,neighbor2,FALSE,FALSE,none,206,241,206,Panjin,122.0247,41.1556,NA,开发区,盘锦,辽宁
1605A,0,Liaoning,Panjin,neighbor2,FALSE,FALSE,none,206,241,206,Panjin,122.0539,41.0903,NA,兴隆台,盘锦,辽宁
1606A,0,Liaoning,Panjin,neighbor2,FALSE,FALSE,none,206,241,206,Panjin,121.835,41.1042,NA,新生街道,盘锦,辽宁
1607A,0,Liaoning,Huludao,neighbor2,FALSE,FALSE,none,203,286,203,Huludao,120.9092,40.7136,NA,龙港区,葫芦岛,辽宁
1608A,0,Liaoning,Huludao,neighbor2,FALSE,FALSE,none,203,286,203,Huludao,120.8392,40.7514,NA,化工街,葫芦岛,辽宁
1609A,0,Liaoning,Huludao,neighbor2,FALSE,FALSE,none,203,286,203,Huludao,120.8478,40.715,NA,新区,葫芦岛,辽宁
1610A,0,Liaoning,Huludao,neighbor2,FALSE,FALSE,none,203,286,203,Huludao,120.8631,40.7736,NA,东城区,葫芦岛,辽宁
1611A,0,Fujian,Quanzhou,none,FALSE,FALSE,none,25,212,25,Quanzhou,118.5819,24.9117,NA,涂山街,泉州,福建
1612A,0,Fujian,Quanzhou,none,FALSE,FALSE,none,25,212,25,Quanzhou,118.5972,24.8978,NA,津头埔,泉州,福建
1613A,0,Fujian,Quanzhou,none,FALSE,FALSE,none,25,212,25,Quanzhou,118.6663,24.9424,NA,万安,泉州,福建
1614A,0,Fujian,Quanzhou,none,FALSE,FALSE,none,25,212,25,Quanzhou,118.6108,24.9617,NA,清源山,泉州,福建
1615A,0,Shandong,Laiwu,neighbor1,FALSE,FALSE,none,251,365,251,Laiwu,117.685,36.205,NA,植物油厂,莱芜,山东
1616A,0,Shandong,Laiwu,neighbor1,FALSE,FALSE,none,251,365,251,Laiwu,117.6789,36.2289,NA,技术学院,莱芜,山东
1617A,0,Shandong,Laiwu,neighbor1,FALSE,FALSE,none,251,365,251,Laiwu,117.715,36.2081,NA,日升国际,莱芜,山东
1618A,0,Shandong,Linyi,neighbor1,FALSE,FALSE,none,253,11,253,Linyi,118.3418,35.0573,NA,沂河小区,临沂,山东
1619A,0,Shandong,Linyi,neighbor1,FALSE,FALSE,none,253,11,253,Linyi,118.2939,35.0622,NA,鲁南制药厂,临沂,山东
1620A,0,Shandong,Linyi,neighbor1,FALSE,FALSE,none,253,11,253,Linyi,118.2764,34.9817,NA,新光毛纺厂,临沂,山东
1621A,0,Shandong,Linyi,neighbor1,FALSE,FALSE,none,253,11,253,Linyi,118.4023,35.0896,NA,河东保险公司,临沂,山东
1622A,0,Shandong,Dezhou,26+2,FALSE,FALSE,none,246,117,246,Dezhou,116.3061,37.4664,2+26,儿童乐园,德州,山东
1623A,0,Shandong,Dezhou,26+2,FALSE,FALSE,none,246,117,246,Dezhou,116.2729,37.4504,2+26,黑马集团,德州,山东
1624A,0,Shandong,Dezhou,26+2,FALSE,FALSE,none,246,117,246,Dezhou,116.3189,37.4489,2+26,监理站,德州,山东
1625A,0,Shandong,Liaocheng,26+2,FALSE,FALSE,none,252,344,252,Liaocheng,115.9848,36.4372,2+26,区政府,聊城,山东
1626A,0,Shandong,Liaocheng,26+2,FALSE,FALSE,none,252,344,252,Liaocheng,115.9968,36.4568,2+26,二轻机,聊城,山东
1627A,0,Shandong,Liaocheng,26+2,FALSE,FALSE,none,252,344,252,Liaocheng,115.9835,36.4796,2+26,党校,聊城,山东
1628A,0,Shandong,Binzhou,26+2,FALSE,FALSE,none,245,174,245,Binzhou,118.0062,37.3803,2+26,市环保局,滨州,山东
1629A,0,Shandong,Binzhou,26+2,FALSE,FALSE,none,245,174,245,Binzhou,118.0018,37.3617,2+26,第二水厂,滨州,山东
1630A,0,Shandong,Binzhou,26+2,FALSE,FALSE,none,245,174,245,Binzhou,117.9776,37.393,2+26,北中新校,滨州,山东
1631A,0,Shandong,Zibo,26+2,FALSE,FALSE,none,261,185,261,Zibo,118.0482,36.8088,2+26,人民公园,淄博,山东
1632A,0,Shandong,Zibo,26+2,FALSE,FALSE,none,261,185,261,Zibo,118.0448,36.838,2+26,东风化工厂,淄博,山东
1633A,0,Shandong,Zibo,26+2,FALSE,FALSE,none,261,185,261,Zibo,117.8477,36.497,2+26,双山,淄博,山东
1634A,0,Shandong,Zibo,26+2,FALSE,FALSE,none,261,185,261,Zibo,117.9544,36.6377,2+26,气象站,淄博,山东
1635A,0,Shandong,Zibo,26+2,FALSE,FALSE,none,261,185,261,Zibo,118.3092,36.8198,2+26,莆田园,淄博,山东
1636A,0,Shandong,Zibo,26+2,FALSE,FALSE,none,261,185,261,Zibo,117.8512,36.8041,2+26,三金集团,淄博,山东
1637A,0,Shandong,Zaozhuang,neighbor1,FALSE,FALSE,none,260,225,260,Zaozhuang,117.5564,34.864,NA,市中区政府,枣庄,山东
1638A,0,Shandong,Zaozhuang,neighbor1,FALSE,FALSE,none,260,225,260,Zaozhuang,117.2852,34.7837,NA,薛城环保局,枣庄,山东
1639A,0,Shandong,Zaozhuang,neighbor1,FALSE,FALSE,none,260,225,260,Zaozhuang,117.5852,34.7745,NA,峄城区政府,枣庄,山东
1640A,0,Shandong,Zaozhuang,neighbor1,FALSE,FALSE,none,260,225,260,Zaozhuang,117.732,34.5667,NA,台儿庄区环保局,枣庄,山东
1641A,0,Shandong,Zaozhuang,neighbor1,FALSE,FALSE,none,260,225,260,Zaozhuang,117.4518,35.0992,NA,山亭区环保局,枣庄,山东
1642A,0,Shandong,Yantai,neighbor2,FALSE,FALSE,none,259,251,259,Yantai,121.2514,37.5639,NA,开发区,烟台,山东
1643A,0,Shandong,Yantai,neighbor2,FALSE,FALSE,none,259,251,259,Yantai,121.3719,37.5433,NA,轴承厂,烟台,山东
1644A,0,Shandong,Yantai,neighbor2,FALSE,FALSE,none,259,251,259,Yantai,121.3181,37.5436,NA,西郊化工站,烟台,山东
1645A,0,Shandong,Yantai,neighbor2,FALSE,FALSE,none,259,251,259,Yantai,121.4478,37.4822,NA,莱山环保局,烟台,山东
